time	distance
1970.21235235042	0
1972.9607347329	0.0012712971367997
1975.70911711538	0.00571627957687802
1978.45749949786	0.0247202014921826
1981.20588188034	0.0939197544665745
1983.95426426281	0.314008676645147
1986.70264664529	0.758564526420146
1989.45102902777	1.43510399464155
1992.19941141025	2.22437728547551
1994.94779379273	3.03694433899518
1997.69617617521	3.85122662241865
2000.44455855769	4.66551176593858
2003.19294094017	5.47992648849676
2005.94132332265	6.35492780891234
2008.68970570513	8.08285814310008
2011.4380880876	10.7832393282871
2014.18647047008	20.8248406428859
2016.93485285256	41.880672398761
2019.68323523504	67.4289936313452
2022.43161761752	107.019320567053
2025.18	107.019320567053
